,marca_caida,SEGMENTO,SEXO,ACTIVO,PASIVO,VOLUMEN DE NEGOCIO,RANGO_VOL,EDAD,RANGO_EDAD,CROSS_SELL O CANTIDAD DE PRODUCTOS,INGRESO_FINAL,BURO_DIC_20,BURO_ENE_21,BURO_FEB_21,MARCA TENENCIA,COLECTIVO_PRIMARIO,ACTIVO_NET,ACTIVO_MOVIL,MAR_INVERSIÓN_ACUM,MAR_RECURSOS_ACUM,RENTABILIDAD CLIENTE,activo_net,activo_movil,BAJO_BURO
12175,1,85100,M,,10777.56,10777,Menor a 1M,61.0,> 55 y <= 64 Anios,1.0,4471130.0,733,746.0,566,,OTROS,,,0.0,431.98,431.98,0,0,1
12176,1,87000,M,,4692.0,4692,Menor a 1M,58.0,> 55 y <= 64 Anios,1.0,1188548597.0,810,697.0,697,,,,,0.0,188.04,188.04,0,0,1
12177,1,82000,M,,256094728.41,255688767,Entre 100M y 300M,87.0,Mayor a 75 Anios,2.0,,906,855.0,795,,OTROS,,,0.0,362133.37,494473.37,0,0,1
12178,1,85100,M,,0.0,0,Menor a 1M,69.0,> 64 y <= 75 Anios,1.0,11291958409.0,818,709.0,709,,,,,,,,0,0,1
12179,1,84000,M,0.0,514695.44,514693,Menor a 1M,64.0,> 55 y <= 64 Anios,3.0,4364800.0,803,660.0,652,,INDEPENDIENTES,X,X,174117.01,597705.41,1047733.23,1,1,1
12180,1,87000,M,,27498.0,27498,Menor a 1M,52.0,> 50 y <= 55 Anios,1.0,12754392625.0,870,769.0,769,,,,,0.0,1102.19,1102.19,0,0,1
12181,1,85100,M,,43737.94,43737,Menor a 1M,69.0,> 64 y <= 75 Anios,1.0,5229160.0,895,806.0,622,,DOCENTES,,,0.0,1753.12,1753.12,0,0,1
12183,1,84000,M,2877227.3,169885.83,3047112,Entre 1M y 5M,54.0,> 50 y <= 55 Anios,2.0,1755198.0,821,788.0,666,NOMINA,PENSIONADOS,,,720465.49,13648.3,625157.79,0,0,1
12184,1,87000,M,,4323.86,4323,Menor a 1M,89.0,Mayor a 75 Anios,1.0,,899,805.0,805,,,,,0.0,173.32,173.32,0,0,1
12185,1,85100,M,,0.0,0,Menor a 1M,70.0,> 64 y <= 75 Anios,1.0,91395948936.0,733,733.0,590,,INDEPENDIENTES,,,,,,0,0,1
12186,1,84000,M,1841427.77,0.0,1841427,Entre 1M y 5M,56.0,> 55 y <= 64 Anios,2.0,2473200.0,763,737.0,675,,OTROS,,X,2619940.66,0.0,2811737.0,0,1,1
12187,1,84000,M,,11050.11,11050,Menor a 1M,72.0,> 64 y <= 75 Anios,1.0,1129708.0,731,519.0,594,PENSION,PENSIONADOS,,X,0.0,5769.9,-65873.1,0,1,1
12188,1,84000,M,8661029.03,86829.17,8747857,Entre 5M y 10M,66.0,> 64 y <= 75 Anios,3.0,2091986.0,788,752.0,703,PENSION,PENSIONADOS,,X,3786163.36,64821.4,4203070.24,0,1,1
12189,1,84000,M,,2106627.28,2106626,Entre 1M y 5M,62.0,> 55 y <= 64 Anios,1.0,1006545.0,728,739.0,566,PENSION,PENSIONADOS,,X,0.0,340.38,-8761.37,0,1,1
12190,1,87000,F,,4146.7,4146,Menor a 1M,55.0,> 50 y <= 55 Anios,1.0,3420000.0,880,820.0,744,,DOCENTES,,,0.0,166.2,166.2,0,0,1
12192,1,87000,F,,205.0,205,Menor a 1M,62.0,> 55 y <= 64 Anios,1.0,22691837038.0,893,893.0,752,,INDEPENDIENTES,,,0.0,8.21,8.21,0,0,1
12193,1,87000,M,,582.68,582,Menor a 1M,74.0,> 64 y <= 75 Anios,1.0,,853,649.0,664,,,,,0.0,23.34,23.34,0,0,1
12194,1,84000,M,,449558.3,449557,Menor a 1M,74.0,> 64 y <= 75 Anios,2.0,1500000.0,867,761.0,761,,INDEPENDIENTES,,,0.0,18542.82,18542.82,0,0,1
12195,1,87000,M,,246.0,246,Menor a 1M,61.0,> 55 y <= 64 Anios,1.0,13902041742.0,803,814.0,701,,,,,0.0,9.86,9.86,0,0,1
12196,1,87000,M,,23589.0,23589,Menor a 1M,57.0,> 55 y <= 64 Anios,1.0,16034326575.0,769,669.0,669,,INDEPENDIENTES,,,0.0,945.5,945.5,0,0,1
12197,1,87000,F,,7.0,7,Menor a 1M,60.0,> 55 y <= 64 Anios,1.0,7105442.0,818,827.0,681,,EMPLEADOS PUBLICOS,,,0.0,0.29,0.29,0,0,1
12198,1,87000,F,,10000.0,10000,Menor a 1M,50.0,> 45 y <= 50 Anios,1.0,17993338123.0,634,643.0,534,,INDEPENDIENTES,,,0.0,400.82,400.82,0,0,1
12199,1,83000,F,102596069.06,79418.35,102675487,Entre 100M y 300M,63.0,> 55 y <= 64 Anios,3.0,5389115.0,829,829.0,739,,INDEPENDIENTES,,,2850849.34,3093.65,2853942.99,0,0,1
12200,1,83000,F,6501721.03,685618.21,7187338,Entre 5M y 10M,64.0,> 55 y <= 64 Anios,3.0,4348026.0,750,634.0,626,AMBOS,PENSIONADOS,X,X,1537079.07,41514.7,14228969355.0,1,1,1
12201,1,84000,F,22466.57,0.0,0,Menor a 1M,65.0,> 64 y <= 75 Anios,2.0,1563991.0,801,793.0,617,,INDEPENDIENTES,,X,1006091.49,5155.12,1069583.15,0,1,1
12202,1,87000,F,,1646.0,1646,Menor a 1M,64.0,> 55 y <= 64 Anios,1.0,11334262797.0,748,748.0,611,,,,,0.0,65.98,65.98,0,0,1
12203,1,84000,F,32918053.93,1145060.89,34063112,Entre 20M y 50M,63.0,> 55 y <= 64 Anios,3.0,663821.0,816,581.0,720,PENSION,PENSIONADOS,,X,1630870.41,9179.12,1456435.95,0,1,1
12204,1,84000,F,1443232.67,17765.24,1460997,Entre 1M y 5M,72.0,> 64 y <= 75 Anios,2.0,1708332.0,882,852.0,686,PENSION,PENSIONADOS,,,96445.59,3823.26,172030.85,0,0,1
12206,1,84000,M,16740720.27,56001.33,16796721,Entre 10M y 20M,79.0,Mayor a 75 Anios,2.0,1541373.0,885,885.0,793,NOMINA,DOCENTES,,X,1127158.96,42573.78,1265257.74,0,1,1
12207,1,84000,M,,1117840.55,1117840,Entre 1M y 5M,80.0,Mayor a 75 Anios,1.0,1581524.0,731,733.0,532,PENSION,PENSIONADOS,,,0.0,32167.94,-60582.06,0,0,1
12208,1,85100,M,,0.0,0,Menor a 1M,54.0,> 50 y <= 55 Anios,1.0,1303781792.0,765,722.0,651,,,,,,,,0,0,1
12209,1,84000,M,34143764.05,1409898.16,35552694,Entre 20M y 50M,50.0,> 45 y <= 50 Anios,3.0,2518591.0,880,769.0,746,NOMINA,EMPLEADOS PUBLICOS,,X,4899496.7,106036.13,5612843.35,0,1,1
12210,1,87000,M,,15298.0,15298,Menor a 1M,57.0,> 55 y <= 64 Anios,1.0,27099708452.0,870,870.0,767,,INDEPENDIENTES,,,0.0,613.19,613.19,0,0,1
12211,1,87000,M,,4789.0,4789,Menor a 1M,68.0,> 64 y <= 75 Anios,1.0,11313108862.0,596,596.0,532,,,,,0.0,191.97,191.97,0,0,1
12212,1,84000,M,,17941058.14,17941058,Entre 10M y 20M,52.0,> 50 y <= 55 Anios,1.0,1757239.0,699,540.0,540,NOMINA,PENSIONADOS,,,0.0,415160.21,324700.21,0,0,1
12213,1,84000,F,,32221552.46,32221552,Entre 20M y 50M,76.0,Mayor a 75 Anios,1.0,1546683.0,874,874.0,776,PENSION,PENSIONADOS,,,0.0,830881.2,800149.45,0,0,1
12214,1,87000,M,,0.4,0,Menor a 1M,60.0,> 55 y <= 64 Anios,1.0,12130549723.0,885,885.0,778,,INDEPENDIENTES,,,0.0,0.0,0.0,0,0,1
12215,1,85100,M,,0.0,0,Menor a 1M,54.0,> 50 y <= 55 Anios,1.0,1188548597.0,827,722.0,722,,INDEPENDIENTES,,,,,,0,0,1
12216,1,87000,M,,30224.36,30223,Menor a 1M,60.0,> 55 y <= 64 Anios,1.0,18635170255.0,806,632.0,714,,,,,0.0,1211.46,1211.46,0,0,1
12217,1,85100,F,,0.0,0,Menor a 1M,48.0,> 45 y <= 50 Anios,1.0,22029579903.0,876,876.0,765,,,,,,,,0,0,1
12218,1,87000,F,,2039.0,2039,Menor a 1M,43.0,> 40 y <= 45 Anios,1.0,22118766239.0,846,652.0,641,,,,,0.0,81.73,81.73,0,0,1
12219,1,85100,M,,0.0,0,Menor a 1M,45.0,> 40 y <= 45 Anios,1.0,70403109487.0,624,624.0,508,,OTROS,,,0.0,13.61,7748.61,0,0,1
12220,1,85100,M,,0.0,0,Menor a 1M,60.0,> 55 y <= 64 Anios,1.0,74318193418.0,844,844.0,758,,,,,,,,0,0,1
12221,1,87000,M,,0.24,0,Menor a 1M,49.0,> 45 y <= 50 Anios,1.0,18074725926.0,912,861.0,778,,INDEPENDIENTES,,,0.0,0.0,0.0,0,0,1
12222,1,84000,F,2579878.0,1066.47,2580944,Entre 1M y 5M,69.0,> 64 y <= 75 Anios,2.0,6450201.0,887,823.0,769,,OTROS,,X,497136.54,19744.54,849268.13,0,1,1
12223,1,83000,F,12942381.13,4606852.41,17546918,Entre 10M y 20M,61.0,> 55 y <= 64 Anios,2.0,6701995.0,912,912.0,790,NOMINA,DOCENTES,X,X,2686453.84,98611.21,2909709.05,1,1,1
12224,1,87000,M,,2872.0,2872,Menor a 1M,65.0,> 64 y <= 75 Anios,1.0,6428860983.0,641,630.0,572,,,,,0.0,115.12,115.12,0,0,1
12225,1,85100,M,,0.61,0,Menor a 1M,50.0,> 45 y <= 50 Anios,1.0,10911846366.0,835,711.0,654,,INDEPENDIENTES,,,0.0,0.0,0.0,0,0,1
